id,pose_name,sanskrit_name,category,difficulty_level,benefits,contraindications,breathing_pattern,duration_or_reps,modifications,instructions
28,Seated Forward Fold With Hands to Ankles,Paschimottanasana IV,forward_fold,intermediate,"Seated Forward Fold With Hands to Ankles (Paschimottanasana IV) stretches the entire back, hips, and legs, while also lengthening the spine and improving flexibility. This pose can also calm the nervous system and reduce stress. Regular practice may also improve digestion and menstrual health.","Avoid this pose if you have a recent back injury, severe sciatica, or any condition that causes dizziness or lightheadedness. Pregnant women should also modify or avoid this pose, especially in the later stages of pregnancy.","Inhale: Lengthen the spine and engage the core. Exhale: Fold forward, reaching for the ankles and keeping the knees slightly bent if necessary. Continue to breathe deeply, feeling the stretch in the back and legs.","Hold the pose for 3-5 breaths, or up to 30 seconds. Repeat 2-3 times, resting in a seated position between repetitions.","For tighter hamstrings, use a strap or towel to deepen the stretch without straining. Place a block or folded blanket under the forehead for support, or bend the knees slightly to reduce strain on the lower back. For a deeper stretch, try holding onto the big toes instead of the ankles.","1. Sit on the floor with your legs straight out in front of you, feet flexed and engaged. Lengthen your spine and engage your core. 2. Inhale and lengthen the spine further, feeling the expansion in the chest and shoulders. 3. Exhale and fold forward, reaching for your ankles and keeping your knees slightly bent if necessary. Keep your shoulders relaxed and your face calm. 4. Hold the pose, feeling the stretch in your back, hips, and legs, and continue to breathe deeply."
29,Eagle Pose,Garudasana,balancing,intermediate,"Eagle Pose (Garudasana) strengthens the ankles and calves, while also stretching the hips and thighs. This balancing pose also improves focus, concentration, and overall balance. Additionally, it can help to relieve stress and anxiety by promoting relaxation and calmness.","Avoid Eagle Pose if you have knee injuries or severe ankle sprains. Pregnant women should also modify or avoid this pose, especially in the later stages of pregnancy.","Inhale deeply as you bend your knees and prepare to balance. Exhale as you wrap your legs and arms around each other, engaging your core and finding balance. Hold the breath for a moment, feeling stable and focused.","Hold Eagle Pose for 3-5 breaths on each leg, then release and repeat on the other side.","For beginners or those with knee issues, you can modify Eagle Pose by keeping the legs slightly bent or using a block or strap for support. You can also practice the arm wrapping and hip opening without balancing on one leg.","1. Stand with your feet hip-width apart, then bend your knees slightly and shift your weight onto your right leg. 2. Cross your left thigh over your right, wrapping your legs around each other and keeping your knees bent at a 90-degree angle. 3. Wrap your arms around each other, with your right arm on top of your left, and press your palms together. 4. Engage your core, lift your chest, and find balance, gazing forward and focusing on a point in front of you."
30,Firefly Pose,Titibhasana,balancing,intermediate,"Firefly Pose strengthens the arms, shoulders, and core, while also stretching the chest and improving balance. It can also help improve focus, concentration, and overall mental clarity. Regular practice can also boost confidence and self-esteem.","Avoid Firefly Pose if you have any wrist or shoulder injuries, or if you experience dizziness or lightheadedness. Pregnant women should also modify or avoid this pose, especially in the later stages of pregnancy.","Inhale and lengthen the spine as you lift the legs up, exhale and engage the core as you balance, and inhale again to maintain the balance and adjust the position if needed.","Hold Firefly Pose for 3-5 breaths, or up to 30 seconds, and repeat on the other side. Start with shorter holds and gradually increase the duration as you build strength and balance.","Use a block or a strap to support the legs if you're struggling to lift them up. You can also practice Firefly Pose with the legs bent at a 90-degree angle, or with the support of a wall behind you.","1. Start in a high squat position with your feet hip-width apart, then place your hands on the ground in front of you and bend your elbows slightly. 2. Lift your legs up and balance on your hands, keeping your core engaged and your spine long. 3. As you balance, lift your chest and gaze forward, keeping your shoulders down and away from your ears. 4. To release, slowly lower your legs back down to the ground and come out of the squat position."
31,Lord of the Dance Pose,Natarajasana,balancing,intermediate,"Lord of the Dance Pose strengthens the ankles and legs, improves balance and focus, and can also help to stretch the chest and shoulders. It can also be beneficial for mental clarity and confidence. Regular practice of this pose can also help to improve overall posture.","Avoid this pose if you have any ankle or knee injuries, or if you experience dizziness or lightheadedness. Pregnant women and people with high blood pressure should also modify or avoid this pose.","Inhale as you prepare for the pose, exhale as you lift your leg and balance, and hold the breath for a few seconds as you maintain the balance. Inhale again as you slowly lower your leg back down.","Hold the pose for 3-5 breaths on each leg, and repeat 2-3 times on each side.","Use a block or a wall for support if you're new to balancing poses. You can also modify the pose by keeping your back leg on the ground and simply lifting your heel, or by practicing the pose with your eyes open and focusing on a point in front of you.","Step 1: Start in Mountain Pose with your feet hip-width apart, engage your core and lift your arms overhead. Step 2: Bend your right knee and lift your right foot off the ground, keeping your ankle flexed. Step 3: Balance on your left leg, keeping your left knee straight, and reach your right arm forward to hold your right ankle. Step 4: Gaze forward and engage your core to maintain the balance, feeling the stretch in your chest and shoulders. Step 5: Slowly lower your right leg back down to the ground and repeat on the other side."
32,Side Plank Pose,Vasisthasana,balancing,intermediate,"Side Plank Pose (Vasisthasana) strengthens the arms, shoulders, and core, while improving balance and focus. It also stretches the chest and shoulders, promoting flexibility and relaxation. Regular practice can improve overall physical stability and mental concentration.","Avoid practicing Side Plank Pose if you have a wrist injury, shoulder problems, or are experiencing neck strain. Pregnant women should also avoid this pose or modify it under the guidance of a qualified yoga instructor.","Inhale as you lift your hips off the ground, and exhale as you engage your core and stabilize the body. Continue to breathe naturally, feeling the sides of your body lengthen with each inhale and exhale.","Hold the pose for 3-5 breaths on each side, or for 30-60 seconds. Repeat on the other side.","To modify Side Plank Pose, you can place your top knee on the ground in front of your bottom knee, reducing the pressure on your wrists and ankles. Alternatively, use a block under your bottom hand or a wall for support.","1. Start in a high plank position with your hands shoulder-width apart and your arms straight. Shift your weight onto your right hand and the outside edge of your right foot, lifting your left arm and leg off the ground. 2. Engage your core, keeping your body in a straight line from head to heels. 3. Reach your left arm up towards the ceiling, stretching your chest and shoulders. 4. Gaze forward, keeping your neck long and your body stable."
33,One-Handed Tree Pose,Eka Hasta Vrksasana,balancing,intermediate,"One-Handed Tree Pose (Eka Hasta Vrksasana) strengthens the ankles, calves, and spine, while also improving balance, focus, and concentration. It can also help to stretch the chest and shoulders. By challenging the body's balance, this pose can also calm the mind and reduce stress.","Avoid this pose if you have any ankle or knee injuries, as it may put additional stress on these joints. Pregnant women should also avoid this pose or modify it to avoid any potential risks.","Inhale as you lift your arm and balance on one leg, exhale as you steady your body and engage your core, inhale again as you lengthen your spine and arms, and exhale as you release and repeat on the other side.","Hold for 3-5 breaths on each side, rest for 1-2 breaths, and repeat for 2-3 sets.","Easier variations include using a block or wall for support, lifting the heel of the standing foot instead of the entire foot, or practicing Tree Pose (Vrksasana) before progressing to One-Handed Tree Pose. You can also practice with your back against a wall for additional support.","1. Start in Mountain Pose (Tadasana) and shift your weight onto one leg, keeping the other foot resting against your inner thigh. 2. Engage your core and lengthen your spine, lifting your arms overhead and interlocking your fingers. 3. Slowly lift one arm off the other and balance on one leg, gazing forward or slightly downward to maintain balance. 4. Hold the pose, breathe, and focus on your center, then release and repeat on the other side. 5. End in Mountain Pose, feeling calm and centered."
34,Peacock Pose,Mayurasana,balancing,intermediate,"Mayurasana strengthens the arms, shoulders, and back muscles while improving balance and overall core stability. It also stimulates digestion and detoxifies the body. Additionally, this pose helps to build focus and concentration, enhancing mental clarity and calmness.","Avoid Mayurasana if you have a wrist injury, high blood pressure, or severe back problems. It's also contraindicated for pregnant women, especially in the later stages.","Inhale deeply, then exhale as you lift your body off the ground. Hold your breath for a brief moment, then inhale slowly as you balance. Exhale slowly as you release the pose.",Hold Mayurasana for 3-5 breaths or 30 seconds to start. Gradually increase the duration as you build balance and strength.,"For beginners, use a block or a strap under the arms to support the body. Another modification is to practice Mayurasana with the knees slightly bent or with the feet on the ground for added stability.","1. Start in a tabletop position on your hands and knees. Place your hands shoulder-width apart, with your fingers spread wide. 2. Bend your elbows slightly and balance your body on your forearms, with your palms facing downwards. 3. Lift your legs off the ground, keeping them straight or slightly bent. Balance your body on your arms and engage your core muscles for support. 4. Lift your chest and head, maintaining a straight line from head to heels. 5. Hold the pose, breathing slowly, and focus on a point in front of you to maintain balance."
35,Crow Pose,Bakasana,balancing,intermediate,"Crow Pose (Bakasana) strengthens the arms, shoulders, and core, while also improving balance and focus. It also helps to stretch the upper back and can relieve stress and anxiety by releasing tension in the body. Regular practice of Bakasana can also improve overall posture and body awareness.","Avoid Crow Pose if you have any wrist or shoulder injuries, or if you experience any discomfort or pain in your knees or ankles. Pregnant women and individuals with high blood pressure should also modify or avoid this pose.","Inhale deeply as you bend your knees and lift your heels off the ground. Exhale slowly as you lift your legs and balance on your hands. Hold the breath for a brief moment, then exhale slowly as you lower back down.","Hold Crow Pose for 3-5 breaths, or as long as you feel comfortable and balanced. Repeat for 2-3 sets, resting for a few breaths between each set.","For a modified version of Crow Pose, try lifting only one leg off the ground at a time, or using a block or strap under your feet for support. You can also practice Bakasana with your knees bent and your feet on the ground, or with your hands on a wall for added stability.","To practice Crow Pose: (1) Start in a squatting position with your feet hip-width apart and your hands on the ground in front of you. (2) Bend your knees and lift your heels off the ground, keeping your weight in your hands and your core engaged. (3) Slowly lift your legs off the ground, balancing on your hands and keeping your knees bent and your weight centered over your hands. (4) Engage your core and press your chest forward, keeping your gaze forward and your body balanced. (5) Hold for 3-5 breaths, then slowly lower back down to the starting position."
36,King Pigeon Pose,Rajakapotasana,forward_fold,advanced,"King Pigeon Pose (Rajakapotasana) offers numerous physical benefits, including a deep stretch in the chest, shoulders, and hips, while also strengthening the back muscles and improving flexibility in the spine. It can also help improve balance and concentration. Mentally, it can promote feelings of confidence, courage, and inner strength.","Avoid King Pigeon Pose if you have any neck or shoulder injuries, or if you experience knee pain or discomfort. Pregnant women should also approach this pose with caution and consider modifications or alternatives.","Inhale as you lengthen your spine and arms, exhale as you fold forward and deepen the stretch, and inhale again as you lift your chest and arms.","Hold the pose for 3-5 breaths, then slowly release and repeat on the other side.","To modify King Pigeon Pose, try using a block or strap to support your arms or chest, or bring your back knee to the ground for a more accessible stretch. You can also practice the pose with a shorter range of motion or with support from a wall.","1. Start on all fours, then bring one knee forward and place your foot on the ground in front of the other knee. 2. Extend your arms forward and lower your torso, keeping your arms and shoulders relaxed. 3. As you exhale, fold forward and deepen the stretch, keeping your hips and spine long. 4. Inhale and lift your chest and arms, keeping your back leg straight and your front knee bent at a 90-degree angle. 5. Continue to breathe and refine the pose, feeling the stretch and expansion in your chest and hips."
37,Eka Pada Uddiyana Bandha,Eka Pada Uddiyana Bandha,forward_fold,advanced,"Eka Pada Uddiyana Bandha is a deeply transformative forward bend that stretches the entire back side of the body, from the shoulders to the heels, while also strengthening the arms and shoulders. It can help to relieve tension in the neck, shoulders, and upper back. Additionally, this pose can help to quiet the mind and promote a sense of inner calm.","Avoid this pose if you have any neck or shoulder injuries, or if you experience any discomfort or pain in these areas. It's also recommended to avoid this pose during pregnancy or menstruation.","Inhale to lengthen the spine, exhale to fold forward and engage the core, inhale to lift the arms and expand the chest, exhale to deepen the stretch.","Hold for 3-5 breaths, repeat on the other side.","Use a block or strap to support the arms if needed, or modify the pose by keeping the back knee slightly bent if the stretch is too intense. You can also use a wall for support if you're new to this pose.","Step 1: Start in a high lunge position with one foot forward and the other foot back, with the back knee almost touching the ground. Engage the core and lengthen the spine. Step 2: Inhale and lift the arms up and over the head, stretching the entire back side of the body. Step 3: Exhale and fold forward, reaching for the ground with the hands and keeping the arms straight. Step 4: Inhale and lift the arms back up to the starting position, then exhale and switch sides."
38,Hanumanasana,Hanumanasana,forward_fold,advanced,"Hanumanasana, also known as Monkey Pose, stretches the hamstrings, calves, and spine, while also strengthening the back muscles. It can help improve flexibility, balance, and overall posture. Mentally, it can help cultivate focus, discipline, and self-awareness.","Avoid this pose if you have any knee or hip injuries, or if you experience any discomfort or pain in the knees, hips, or lower back. Pregnant women and individuals with high blood pressure should also approach with caution.","Inhale: Lengthen the spine and engage the core as you begin to move into the pose. Exhale: Fold forward, reaching for the ground and stretching the back leg.","Hold the pose for 3-5 breaths, or 30 seconds to 1 minute, and repeat 2-3 times on each side.",Use blocks or a strap to support the hands if you're unable to reach the ground. You can also modify the pose by keeping the back knee slightly bent or by using a wall for support.,"1. Begin on all fours, with the hands shoulder-width apart and the knees directly under the hips. 2. Step the right foot forward, keeping the knee bent at a 90-degree angle, and lower the torso down towards the ground. 3. Extend the left leg behind you, keeping it straight and engaged, and reach for the ground with the hands."
39,Tarasana,Tarasana,forward_fold,advanced,"Tarasana, also known as Star Pose, improves balance, focus, and flexibility. This advanced forward fold strengthens the ankles, calves, and spine, while stretching the hips and hamstrings. Regular practice can also enhance mental clarity and concentration.","Avoid Tarasana if you have severe ankle or knee injuries, or if you experience dizziness or lightheadedness. Pregnant women should also modify or avoid this pose, especially in the later stages of pregnancy.","Inhale, lengthen the spine and prepare. Exhale, fold forward and reach for the ground. Hold the breath, engage the core and balance. Inhale, slowly rise and release.","Hold Tarasana for 3-5 breaths, or up to 30 seconds. Practice 2-3 repetitions on each leg, resting in between if needed.","For a modified version, use a block or strap to support the hand or forearm on the ground. You can also practice with the back leg slightly bent, or with the front foot on a higher surface. Beginners may start with a shorter fold, gradually deepening the stretch as flexibility increases.","1. Begin in a high lunge position, with the right foot forward and the back leg straight. Engage the core, lengthen the spine, and gaze forward. 2. Exhale, fold forward, and reach for the ground with the right hand or forearm. Keep the back leg straight and the spine long. 3. Balance on the front leg, with the back leg lifted and the body in a straight line from head to heel. 4. Refine the pose, engaging the core, stretching the hips, and gazing forward. 5. Inhale, slowly rise, and release."
40,Astavakrasana,Astavakrasana,twist,advanced,"Astavakrasana strengthens the arms, shoulders, and core, while also stretching the chest and shoulders. It can help improve balance, flexibility, and overall spinal health. Mentally, it cultivates focus and concentration.","Avoid Astavakrasana if you have any shoulder or wrist injuries, or if you experience chronic lower back pain. Pregnant women should also modify or avoid this pose.","Inhale, lengthen your spine and lift your hips off the ground. Exhale, twist and balance on one arm and leg. Hold for a few breaths, inhaling to lengthen and exhaling to deepen the twist.","Hold for 3-5 breaths, then release and repeat on the other side.","For a modified version, place a block or strap under your hand or foot for support. You can also practice the pose with both legs on the ground, or with a wall behind you for balance.","1. Begin in a tabletop position with your hands shoulder-width apart and your knees directly under your hips. Cross your right knee over your left, and lift your hips off the ground, balancing on your left arm and right leg. 2. Twist your torso to the right, keeping your left arm straight and your right leg lifted. 3. Look down towards the ground and engage your core to maintain balance. 4. Hold for a few breaths, then slowly lower down and repeat on the other side."
41,Krounchasana,Krounchasana,twist,advanced,"Krounchasana, or the Heron Pose, offers several physical benefits including stretching the spine, hips, and chest, while also strengthening the arms and shoulders. Mentally, it helps cultivate balance, focus, and concentration. Regular practice can also improve flexibility and posture.","Avoid Krounchasana if you have any severe spinal injuries, herniated discs, or chronic back pain. Pregnant women and people with knee injuries should also avoid this pose or modify it under the guidance of an experienced instructor.","Inhale and lengthen the spine, exhale and fold forward, inhale and lift the chest, exhale and twist deeper.","Hold the pose for 3-5 breaths on each side, repeating 2-3 times for optimal benefits.","For a modified version, use a block or strap to support the hand on the ground, or place the knee on the ground instead of the ankle. You can also use a wall for support and balance.","1. Begin by kneeling on the ground with your right knee bent in front of you and your left leg extended behind. Place your right hand on the ground beside your knee. 2. Inhale and lengthen the spine, then exhale and fold forward, reaching for your right ankle with your right hand. 3. Inhale and lift the chest, then exhale and twist deeper, looking over your left shoulder. 4. Hold the pose, breathing deeply, and then slowly release and repeat on the other side."
42,Parivrtta Janu Sirsasana,Parivrtta Janu Sirsasana,twist,advanced,"Parivrtta Janu Sirsasana stretches the spine, hips, and torso, improving flexibility and balance. This pose also calms the mind and promotes relaxation, reducing stress and anxiety. Additionally, it can help to alleviate back pain and sciatica by releasing tension in the muscles.","Avoid this pose if you have severe neck or back injuries, or if you experience any discomfort or pain in your spine or joints. Pregnant women and individuals with recent surgeries should also avoid this pose.","Inhale as you lengthen the spine, exhale as you twist and fold forward, and inhale again as you rise up to the starting position.","Hold the pose for 3-5 breaths, then release and repeat on the other side.","For a more accessible version, use a block or strap to support the forehead or hands. You can also modify the pose by keeping the back knee slightly bent or using a wall for support. For a deeper stretch, extend the arms and torso further forward.","1. Begin in a seated forward bend position with your right leg extended in front of you. 2. Twist your torso to the right, bringing your forehead towards your right knee, and extend your arms out to the sides. 3. Lengthen your spine and fold forward, reaching for your right ankle or shin with your right hand, and your left knee or thigh with your left hand. 4. Deepen the twist and stretch, keeping your hips and shoulders aligned, and hold for 3-5 breaths."
43,Bhairavasana,Bhairavasana,twist,advanced,"Bhairavasana provides numerous physical benefits such as increased flexibility and range of motion in the spine, hips, and torso. Mentally, this pose cultivates focus, balance, and inner awareness. Practicing Bhairavasana also helps build confidence and self-trust.","Bhairavasana should be avoided by individuals with severe spinal injuries, herniated discs, or osteoporosis. Pregnant women should also avoid this pose, especially in the later stages of pregnancy.","Inhale, lengthen the spine and prepare for the twist; exhale, twist to the right, keeping the hips facing forward; inhale, lengthen the spine; exhale, twist to the left, keeping the hips facing forward.","Hold each twist for 3-5 breaths, then release and repeat on the other side.","For an easier variation, practice a seated spinal twist with the legs crossed or in a chair. To deepen the twist, use a block or strap to support the hand as it reaches towards the knee or ankle.","1. Sit on the floor with your legs crossed and your back straight. Place your right hand on the outside of your left knee, and your left hand on the ground beside you for support. 2. Inhale, lengthen the spine, and as you exhale, twist to the right, keeping your hips facing forward. 3. Gaze over your left shoulder, keeping your head in line with your spine. 4. Hold for 3-5 breaths, then release and repeat on the other side."
44,Baddha Matsyendrasana,Baddha Matsyendrasana,twist,advanced,"Baddha Matsyendrasana, or Lord of the Fishes Pose, provides numerous physical and mental benefits. Physically, it helps to stretch the spine, hips, and torso, while also strengthening the back muscles. Mentally, it can help to calm the mind and promote focus, improving overall well-being.","This pose should be avoided by those with severe spinal injuries, sciatica, or knee injuries. Pregnant women and individuals with high blood pressure should also approach with caution.","Inhale, lengthen the spine; exhale, twist to the right; inhale, lengthen the spine; exhale, twist to the left. Continue to breathe deeply, focusing on the sensation of the twist.","Hold the pose for 3-5 breaths on each side, repeating 2-3 times.","To make the pose more accessible, use a block or strap to support the leg and torso. Alternatively, try a seated spinal twist (Bharadvajasana) or a gentle reclined twist (Supta Matsyendrasana).","1. Start in a seated position with your legs extended in front of you. Bend your right knee, crossing your right foot over your left thigh. 2. Wrap your left arm around your right knee, and place your right hand on the ground behind you for support. 3. Inhale, lengthen your spine; then exhale, twist to the right, keeping your hips facing forward. 4. Gaze over your right shoulder, and focus on the sensation of the twist. Repeat on the left side."
45,Supta Matsyendrasana,Supta Matsyendrasana,twist,advanced,"Supta Matsyendrasana provides physical benefits by stimulating the digestive system, improving spinal flexibility, and relieving lower back tension. Mentally, this pose calms the nervous system and promotes relaxation. Regular practice can also help to balance the body's energy.","Avoid Supta Matsyendrasana if you have a recent spinal injury, herniated disk, or severe back problems. Pregnant women should also modify or avoid this pose, especially in the later stages.","Inhale and lengthen the spine, exhale and twist to the right, inhale to return to center, exhale and twist to the left. Continue alternating sides with the breath, moving slowly and smoothly.","Hold the twist for 3-5 breaths on each side, repeating for 2-3 rounds.","For a gentler version, use a block or strap under the knee to reduce the depth of the twist. You can also place a folded blanket under the shoulders for added support. Beginners can start with a shallower twist and gradually deepen as flexibility increases.","1. Lie on your back with your knees bent and feet flat on the ground, hip-width apart. 2. Bring your right knee towards your chest and let it fall to the left, keeping your spine long. 3. Extend your right arm out to the right, and use your left hand to gently guide your right knee deeper into the twist. 4. As you twist, keep your shoulders and hips grounded, and engage your core for support."
46,Ganda Bherundasana,Ganda Bherundasana,twist,advanced,"Ganda Bherundasana is a dynamic twist that helps to stretch and tone the muscles of the torso, shoulders, and chest, improving flexibility and posture. It also has a stimulating effect on the digestive system and can help to alleviate stress and anxiety. Additionally, this pose can help to quiet the mind and promote a sense of focus and concentration.","Avoid this pose if you have a neck or shoulder injury, or if you experience any discomfort or pain in the upper body. It is also recommended to modify or avoid this pose during pregnancy or menstruation.","Inhale and lengthen the spine, then exhale and twist to the right, keeping the shoulders down and away from the ears. Inhale to return to center, then exhale and twist to the left.","Hold each twist for 3-5 breaths, and repeat on both sides 2-3 times.","To modify this pose, use a block or strap to support the shoulders or chest, or try a gentler twist with the hands on the knees instead of the feet. You can also practice a simplified version of this pose by twisting to one side and then the other, without lifting the feet off the ground.","1. Start in a seated position with the legs extended in front of you, then bend the knees and place the feet flat on the ground. 2. Interlace the fingers and place the hands behind the knees, then inhale and lengthen the spine. 3. Exhale and twist to the right, keeping the shoulders down and away from the ears, and try to touch the feet to the ground behind you. 4. Inhale to return to center, then exhale and twist to the left, repeating the same movement on the other side."
47,Chandra Bhedana,Chandra Bhedana,twist,advanced,"Chandra Bhedana, or Moon Piercing Breath, offers various benefits including stimulating the nervous system, improving respiratory function, and calming the mind. Regular practice can also help balance the left and right hemispheres of the brain, leading to increased mental clarity and focus. Additionally, this pose can help to detoxify and purify the body by stimulating the lymphatic system.","Avoid practicing Chandra Bhedana if you have high blood pressure, heart problems, or are pregnant. It's also recommended to avoid this pose if you have any neck or spine injuries.","Inhale deeply through the left nostril, then close the left nostril with the ring finger and exhale through the right nostril. Inhale through the right nostril, then close the right nostril with the thumb and exhale through the left nostril.",Hold each breath for 2-5 seconds and repeat for 3-5 rounds on each side. Gradually increase the duration and number of rounds as you become more comfortable with the pose.,"Beginners can start by practicing Anuloma Viloma (Alternate Nostril Breathing) without the twist. You can also use a block or strap to support the head and neck if needed. For a more gentle version, try practicing with a shorter hold and fewer rounds.","1. Sit comfortably with your back straight and bring your right hand into Nasikagra Mudra (Nose Tip Position) by curling your index and middle fingers into the palm and extending your thumb and ring finger. 2. Close your right nostril with your thumb and inhale through your left nostril, then close your left nostril with your ring finger and exhale through your right nostril. 3. Inhale through your right nostril, then close your right nostril with your thumb and exhale through your left nostril. 4. Continue alternating nostrils, moving your head and neck into a gentle twist with each exhalation. 5. Repeat on the other side by switching the hand and nostrils."
48,Titibhasana II,Titibhasana II,balancing,advanced,"Titibhasana II strengthens the arms, shoulders, and core, while also improving balance and focus. It can also help to stretch the chest and shoulders, improving overall flexibility. Additionally, this pose can help to build mental concentration and confidence.","This pose should be avoided by people with wrist or shoulder injuries, as well as those with any conditions that affect balance or equilibrium.","Inhale to prepare and lengthen the spine, exhale to engage the core and lift the legs, inhale to balance and extend, exhale to slowly lower out of the pose.","Hold the pose for 3-5 breaths, or as long as you feel balanced and comfortable. Repeat on the other side.","Use blocks or a strap to support the legs or torso if needed, or practice Firefly Pose (Titibhasana I) with the legs bent and the feet on the ground.","Step 1: Start in a high squat position with your feet hip-width apart and your hands on the ground in front of you. Step 2: Bend your elbows and lift your legs off the ground, keeping them straight and parallel to each other. Step 3: Engage your core and lift your torso up, balancing on your hands and keeping your legs lifted. Step 4: Extend your arms and legs, and gaze forward, keeping your body in a straight line from head to heels."
49,Eka Pada Bakasana,Eka Pada Bakasana,balancing,advanced,"Eka Pada Bakasana strengthens the arms, shoulders, and core, while also improving balance and focus. It stretches the chest and shoulders, and can help to improve posture. Regular practice of this pose can also enhance mental clarity and concentration.","Avoid this pose if you have any shoulder or wrist injuries, or if you are experiencing dizziness or vertigo. Pregnant women and those with high blood pressure should also approach with caution.","Inhale and lengthen the spine, exhale and fold the back knee towards the front ankle, inhale and lift the back leg, exhale and balance.","Hold the pose for 3-5 breaths on each side, and repeat 2-3 times.","To make the pose more accessible, you can use a block or a strap to support the back leg, or practice with the back knee on the ground. You can also start in a high lunge position and lift the back leg off the ground.","1. Start in a high lunge position with the right foot forward and the back knee almost touching the ground. 2. Bend the front knee and place the hands on the ground on either side of the front foot. 3. Inhale and lift the back leg off the ground, keeping it straight. 4. Exhale and balance, engaging the core and lifting the chest. 5. Repeat on the other side with the left foot forward."
50,Astavakrasana II,Astavakrasana II,twist,advanced,"Astavakrasana II strengthens the arms, shoulders, and core while improving balance, focus, and flexibility. It also stretches the chest and shoulders, promoting better posture and opening the heart center. This pose can also help alleviate stress and anxiety by releasing tension in the upper body.","Avoid Astavakrasana II if you have any shoulder, wrist, or elbow injuries, or if you experience dizziness or lightheadedness. Pregnant women should also approach with caution and modify the pose as needed.","Inhale deeply, feeling the expansion in the chest and the engagement of the core. Exhale slowly, twisting to one side and balancing on the arms and legs. Hold the breath for a moment, then inhale as you lift and balance. Exhale as you release the pose.","Hold Astavakrasana II for 3-5 breaths on each side, or repeat for 3-5 repetitions on each side, resting in child's pose or downward-facing dog between repetitions.","To modify Astavakrasana II, use blocks or a strap to support the hands or feet, or practice the pose with the knees bent and the feet on the ground. You can also practice the twist without lifting the legs off the ground, or use a wall for support and balance.","1. Begin in a squatting position with your hands on the ground and your feet hip-width apart. 2. Twist your torso to one side, placing your right hand on the outside of your left knee and your left hand on the ground beside your right foot. 3. Lift your legs off the ground, balancing on your arms and the inner edge of your back foot. 4. Extend your spine, engage your core, and gaze forward, holding the balance for a few breaths before slowly releasing the pose. 5. Repeat on the other side."
51,Bakasana II,Bakasana II,balancing,advanced,"Bakasana II strengthens the arms, shoulders, and core muscles, improves balance and concentration, and enhances overall physical and mental stability. It also stretches the chest and shoulders, promoting better posture. Regular practice of this pose can also boost confidence and self-esteem.","Avoid Bakasana II if you have any shoulder or wrist injuries, or if you experience high blood pressure, as it may exacerbate these conditions. Pregnant women should also avoid this pose, especially in the later stages of pregnancy.","Inhale deeply as you lift your legs off the ground, and exhale slowly as you balance and engage your core. Continue to breathe naturally and smoothly, avoiding any jerky movements.","Hold Bakasana II for 3-5 breaths, or as long as you feel comfortable and balanced. Repeat for 2-3 sets, resting in between sets if needed.","If you're struggling to balance, try using a block or a strap to support your legs or lower back. You can also practice Bakasana I, which involves lifting only one leg off the ground, before progressing to Bakasana II. Another option is to place your hands on a wall or a chair for support.","1. Start in a squatting position with your feet hip-width apart and your hands on the ground in front of you. 2. Bend your elbows slightly and lean forward, lifting your legs off the ground and balancing on your hands. 3. Engage your core muscles, lift your chest, and gaze forward, keeping your body in a straight line from head to heels. 4. As you balance, focus on your breath and maintain a steady gaze, avoiding any jerky movements."
52,Parsva Bakasana,Parsva Bakasana,balancing,advanced,"Parsva Bakasana, or Side Crow Pose, physically strengthens the arms, shoulders, and core, while also improving balance and focus. Mentally, it cultivates concentration, confidence, and a sense of grounding. Regular practice of this pose can also improve overall physical awareness and coordination.","Avoid practicing Parsva Bakasana if you have any wrist or shoulder injuries, or if you experience dizziness or lightheadedness. Pregnant women should also modify or avoid this pose, especially in the later stages of pregnancy.","Inhale as you lift your legs off the ground and balance, exhale as you settle into the pose and engage your core. Continue to breathe naturally, focusing on smooth, steady breaths to maintain balance.","Hold the pose for 3-5 breaths, or up to 30 seconds, and repeat on the other side. Practice 2-3 repetitions on each side, taking breaks to rest and recover as needed.","For a more accessible version, try practicing with a block or strap under your hands for support. You can also modify the pose by bending your knees and bringing your weight closer to your arms, or by practicing against a wall for added stability.","1. Begin in a high squat position with your feet hip-width apart, hands shoulder-width apart, and arms bent at a 90-degree angle. 2. Shift your weight onto your hands and lift your heels off the ground, balancing on the balls of your feet. 3. As you inhale, lift your legs off the ground and balance on your arms, keeping your core engaged and your body in a straight line from head to heels. 4. Exhale and settle into the pose, focusing on your breath and maintaining balance."
