model,prompt_template,question,answer,relevance,tokens_used,response_time_ms,retrieved_ids
deepseek-ai/DeepSeek-V3,structured,I have sciatica pain. Are there any poses that can help alleviate it?,"Certainly! If you're experiencing **sciatica pain**, certain yoga poses can help alleviate discomfort by stretching tight muscles, releasing tension in the lower back, and improving flexibility. Below are **three recommended poses** from the provided context, along with modifications for safety and comfort:

---

### **1. Bound Angle Pose (Baddha Konasana)**  
**Category:** Seated  
**Difficulty:** Intermediate  
**Benefits:**  
- Opens the hips and stretches the inner thighs, which can relieve pressure on the sciatic nerve.  
- Strengthens the back muscles and may reduce lower back pain.  
- Promotes relaxation and calms the mind.  

**Contraindications:**  
- Avoid if you have severe knee or hip injuries.  

**Instructions:**  
1. Sit with legs straight, then bring the soles of your feet together, knees bent outward.  
2. Lengthen your spine and gently press knees toward the floor.  
3. Fold forward slightly to deepen the stretch in the hips and lower back.  

**Modifications:**  
- Place blocks or pillows under the knees for support.  
- Use a strap around the feet to ease the stretch if needed.  

---

### **2. Reclined Forward Fold (Supta Uttanasana)**  
**Category:** Forward Fold  
**Difficulty:** Intermediate  
**Benefits:**  
- Gently stretches the hamstrings, lower back, and hips, reducing sciatic nerve compression.  
- Calms the nervous system and relieves stress.  

**Contraindications:**  
- Avoid if you have a herniated disk or severe back pain.  

**Instructions:**  
1. Lie on your back, legs extended.  
2. Inhale, lengthen the spine; exhale, fold forward, reaching for toes or shins.  
3. Keep knees slightly bent if needed.  

**Modifications:**  
- Use a strap around the feet to ease the stretch.  
- Place a bolster under the torso for a restorative version.  

---

### **3. Marichyasana (Seated Spinal Twist)**  
**Category:** Seated  
**Difficulty:** Beginner  
**Benefits:**  
- Stretches the spine, hips, and glutes, which can relieve sciatic nerve irritation.  
- Reduces stiffness and promotes relaxation.  

**Contraindications:**  
- Avoid deep twists if you have severe spinal injuries.  

**Instructions:**  
1. Sit with one leg",PARTLY_RELEVANT,1998,9971,"[6, 19, 142, 76, 152]"
deepseek-ai/DeepSeek-V3,structured,What are the benefits of practicing Warrior Pose II?,"**Benefits of Practicing Warrior Pose II (Virabhadrasana II):**  

1. **Physical Strength:**  
   - Strengthens the **legs, hips, and core** muscles.  
   - Enhances **ankle stability** and overall lower-body endurance.  

2. **Flexibility & Stretching:**  
   - Opens the **chest and shoulders**, improving upper-body mobility.  
   - Stretches the **groin and inner thighs**, promoting flexibility.  

3. **Balance & Focus:**  
   - Improves **balance and coordination** by engaging stabilizing muscles.  
   - Encourages **mental focus and concentration** through mindful alignment.  

4. **Mental & Emotional Benefits:**  
   - Boosts **confidence and energy levels**.  
   - Cultivates a sense of **inner strength and determination**.  

5. **Additional Benefits:**  
   - May help **reduce stress and anxiety** through controlled breathing and grounding.  

**Note:** While Warrior Pose II offers many benefits, it should be avoided or modified for those with **knee/hip injuries, high blood pressure, or during pregnancy** (as per contraindications).  

Would you like guidance on modifications or alignment tips for this pose?",RELEVANT,1721,7111,"[17, 109, 6, 137, 77]"
deepseek-ai/DeepSeek-V3,structured,"How do I practice Seated Leg Stretch, also known as Akarna Dhanurasana?","### **How to Practice Seated Leg Stretch (Akarna Dhanurasana)**  

#### **Category**: Forward Fold  
#### **Difficulty Level**: Intermediate  

### **Benefits**  
- Stretches the **hamstrings, calves, and spine**, improving flexibility and balance.  
- Stimulates **abdominal organs** and may help alleviate **sciatica** symptoms.  
- Promotes **relaxation, focus, and stress relief**.  

### **Contraindications (When to Avoid)**  
- Severe **back problems** or **knee injuries**.  
- Recent **abdominal surgery**.  
- **Pregnancy** (especially in later stages).  

### **Step-by-Step Instructions**  
1. **Starting Position**:  
   - Sit on the floor with legs extended straight in front of you.  
   - Bend your **right knee** and place the **right foot on the inside of your left thigh**.  

2. **Preparation**:  
   - **Lengthen your spine**, keeping it straight.  
   - **Inhale**, reach forward, and grab your **left ankle or toes**.  

3. **Forward Fold**:  
   - **Exhale**, fold forward from the hips, keeping the **left knee slightly bent** if needed.  
   - Maintain a **gentle stretch** in the hamstring and calf.  

4. **Hold & Breathe**:  
   - Stay in the pose for **5–10 breaths**, relaxing deeper with each exhale.  
   - **Slowly release** and repeat on the **other side**.  

### **Modifications for Accessibility**  
- Use a **yoga strap** around the foot if you can't reach your toes.  
- Place a **block or folded blanket under your forehead** for support.  
- Use a **folded blanket under the knees** for extra cushioning.  

### **Key Alignment Tips**  
- Keep the **spine long** (avoid rounding the back).  
- **Engage the core** to support the forward fold.  
- **Breathe deeply** to enhance relaxation and flexibility.  

Would you like additional guidance on modifications or variations? 😊",RELEVANT,2083,11498,"[15, 135, 148, 94, 58]"
deepseek-ai/DeepSeek-V3,structured,Are there any contraindications for practicing Side Angle Pose?,"### Contraindications for Side Angle Pose (Utthita Parshvakonasana)  

**Avoid this pose if you have:**  
1. **Neck or shoulder injuries** – The pose involves stretching and weight-bearing on the shoulders, which may aggravate existing injuries.  
2. **Knee or ankle discomfort** – The deep lunge position can strain these joints if not properly aligned or if there’s pre-existing pain.  
3. **High blood pressure** – The pose involves a slight inversion (if looking up), which may not be suitable for those with uncontrolled hypertension.  
4. **Pregnancy** – Modifications or avoidance may be necessary due to balance challenges and abdominal pressure.  

**Approach with caution if:**  
- You experience dizziness or instability in deep lunges.  
- You have limited hip mobility (use props like blocks for support).  

**Modifications to consider:**  
- Use a block under the bottom hand for support.  
- Reduce the depth of the lunge or keep the back leg straighter.  
- Avoid turning the head upward if it strains the neck.  

Always consult a healthcare provider or yoga instructor if unsure about practicing with specific conditions.",RELEVANT,1888,8240,"[16, 51, 31, 109, 88]"
deepseek-ai/DeepSeek-V3,structured,Which balancing poses are suitable for intermediate practitioners?,"Here’s a structured answer to your question about balancing poses suitable for intermediate practitioners:

### **Balancing Poses for Intermediate Practitioners**  

Based on the provided context, the following balancing poses are suitable for intermediate practitioners due to their moderate difficulty level and alignment with intermediate skill requirements:  

#### **1. Side Plank Pose (Vasisthasana)**  
- **Category:** Balancing  
- **Benefits:** Strengthens arms, shoulders, and core; improves balance and focus; stretches the chest and shoulders.  
- **Contraindications:** Avoid with wrist/shoulder injuries, neck strain, or pregnancy (unless modified).  
- **Modifications:** Use a block under the bottom hand or place the top knee down for support.  

#### **2. Side Crow Pose (Parsvakonasana)**  
- **Category:** Balancing  
- **Benefits:** Strengthens arms, shoulders, and upper back; improves balance; stretches hips and chest.  
- **Contraindications:** Avoid with wrist/shoulder injuries, dizziness, or pregnancy.  
- **Modifications:** Use a block/strap for leg support or practice with knees bent.  

#### **3. Warrior II on One Leg (Eka Pada Virabhadrasana II)**  
- **Category:** Balancing  
- **Benefits:** Strengthens ankles and legs; improves balance; stretches hips and chest.  
- **Contraindications:** Avoid with knee/ankle injuries or dizziness.  
- **Modifications:** Use a wall for balance or keep both feet grounded initially.  

#### **4. Headstand (Sirsasana)** *(Note: Also an inversion, but requires balancing skill)*  
- **Category:** Inversion/Balancing  
- **Benefits:** Strengthens arms, shoulders, and core; improves focus; calms the nervous system.  
- **Contraindications:** Avoid with neck/shoulder injuries, high blood pressure, or pregnancy.  
- **Modifications:** Use a wall for support or practice with a spotter.  

### **Summary of Suitable Intermediate Balancing Poses**  
| **Pose Name**               | **Key Focus**                          | **Modifications**                          |  
|-----------------------------|---------------------------------------|--------------------------------------------|  
| Side Plank (Vasisthasana)   | Arm/shoulder strength, core stability | Knee down, block support                   |  
| Side Crow (Parsvakonasana)  | Arm strength, hip",RELEVANT,2041,9998,"[31, 20, 163, 121, 118]"
deepseek-ai/DeepSeek-V3,structured,What are the benefits of practicing King Pigeon Pose?,"### **Benefits of Practicing King Pigeon Pose (Rajakapotasana)**  

King Pigeon Pose (Rajakapotasana) offers a variety of **physical and mental benefits**, making it a valuable addition to an advanced yoga practice.  

#### **Physical Benefits:**  
1. **Deep Stretching:**  
   - Opens the **chest, shoulders, and hips**, improving flexibility in these areas.  
   - Lengthens the **spine**, enhancing overall mobility.  
2. **Strengthening:**  
   - Engages and strengthens the **back muscles**, promoting better posture.  
3. **Balance & Coordination:**  
   - Enhances **balance** and **body awareness** due to the pose’s challenging nature.  

#### **Mental & Emotional Benefits:**  
1. **Confidence & Courage:**  
   - Encourages a sense of **empowerment** and **inner strength**.  
2. **Focus & Concentration:**  
   - Requires mindful breathing and alignment, improving **mental clarity**.  

#### **Additional Benefits:**  
- Can help **relieve tension** from prolonged sitting or desk work.  
- May aid in **stress relief** by promoting deep, controlled breathing.  

**Note:** Due to its **advanced difficulty**, King Pigeon Pose should be practiced with proper alignment and modifications as needed. Avoid if you have **neck, shoulder, or knee injuries**.  

Would you like guidance on modifications or preparatory poses to work toward this asana?",RELEVANT,2000,9045,"[35, 151, 24, 59, 14]"
deepseek-ai/DeepSeek-V3,structured,How do I modify Crow Pose if I'm a beginner?,"**How to Modify Crow Pose (Bakasana) for Beginners**  

If you're new to **Crow Pose (Bakasana)**, you can modify it to make it more accessible while still building strength and confidence. Here are some effective modifications:  

### **1. Use a Block Under the Feet**  
- Place a **yoga block** (or a stack of books) under your feet to reduce the distance between your hips and the ground.  
- This makes it easier to shift your weight forward and lift your feet, helping you build the necessary arm and core strength gradually.  

### **2. Keep One Foot on the Ground**  
- Instead of lifting both feet at once, **lift one foot** while keeping the other lightly touching the floor.  
- This helps you practice balance and control before attempting the full pose.  

### **3. Practice with a Wall for Support**  
- Stand near a wall and place your hands on the floor while your **knees rest on your upper arms**.  
- Lean forward slightly, allowing the wall to catch your feet if needed.  
- This builds confidence and stability before attempting the full lift-off.  

### **4. Reduce the Depth of the Knee Bend**  
- Instead of bending your arms deeply, keep them **slightly straighter** to make balancing easier.  
- As you gain strength, gradually deepen the bend.  

### **5. Use a Strap for Stability**  
- Loop a **yoga strap** around your upper arms (just above the elbows) to keep them engaged and prevent them from splaying outward.  
- This helps maintain proper alignment and prevents strain.  

### **6. Focus on Core Engagement**  
- Before lifting, **engage your core** by drawing your belly button toward your spine.  
- This helps distribute weight more evenly and prevents excessive pressure on the wrists.  

### **7. Try a Supported Variation (Baby Crow)**  
- Instead of lifting both feet, **keep your knees on the ground** while shifting your weight forward onto your hands.  
- This helps you get comfortable with the arm and shoulder engagement required for the full pose.  

### **Final Tip:**  
**Start with short holds (5-10 seconds)** and gradually increase as you build strength. Always **listen to your body** and avoid pushing into discomfort.  

Would you like additional guidance on wrist prep or alignment cues? Let me know how",RELEVANT,2006,15416,"[6, 34, 20, 100, 103]"
deepseek-ai/DeepSeek-V3,structured,Which forward fold poses are contraindicated during pregnancy or menstruation?,"Here’s a structured answer to your question:

### **Forward Fold Poses Contraindicated During Pregnancy or Menstruation**  

Based on the provided context, the following forward fold poses are contraindicated during pregnancy or menstruation:  

1. **Eka Pada Uddiyana Bandha**  
   - **Category:** Forward Fold  
   - **Contraindications:**  
     - Avoid during pregnancy or menstruation.  
     - Also avoid if you have neck or shoulder injuries.  

2. **Standing Forward Fold with Hands to Heart (Uttanasana II)**  
   - **Category:** Forward Fold  
   - **Contraindications:**  
     - Pregnant women (especially in later stages) should modify or avoid this pose.  
     - Not explicitly mentioned for menstruation, but deep forward folds are generally discouraged during heavy menstruation due to potential discomfort.  

### **Summary**  
- **Avoid completely during pregnancy/menstruation:** Eka Pada Uddiyana Bandha.  
- **Modify or avoid during pregnancy (especially later stages):** Standing Forward Fold with Hands to Heart.  

If practicing during these conditions, consider gentler alternatives or supported modifications (e.g., using blocks, bending knees, or avoiding deep folds). Always consult a healthcare provider or prenatal yoga specialist for personalized guidance.  

Would you like modifications for safer alternatives?",RELEVANT,1897,8004,"[36, 90, 9, 141, 121]"
deepseek-ai/DeepSeek-V3,structured,What are the benefits of practicing Astavakrasana?,"### **Benefits of Practicing Astavakrasana (All Variations)**  

Astavakrasana, in its various forms (I–IV), is an advanced yoga pose that offers a wide range of physical and mental benefits. Below is a structured breakdown of its key benefits:  

#### **1. Physical Benefits**  
- **Strengthens Upper Body:**  
  - Arms, shoulders, wrists, and core muscles are engaged, improving overall upper-body strength.  
- **Enhances Flexibility & Spinal Health:**  
  - Deep twists stretch the spine, chest, and shoulders, promoting better posture and mobility.  
- **Improves Balance & Coordination:**  
  - Balancing on the arms and legs challenges stability, refining proprioception and control.  
- **Stimulates Digestion & Detoxification:**  
  - Twisting motions aid digestion by massaging internal organs and supporting detoxification.  

#### **2. Mental & Emotional Benefits**  
- **Boosts Focus & Concentration:**  
  - The pose requires mental clarity and steady breathing, enhancing mindfulness.  
- **Reduces Stress & Anxiety:**  
  - Deep stretches and controlled breathing help release tension, promoting relaxation.  
- **Builds Confidence & Discipline:**  
  - Mastering this advanced pose fosters self-awareness and perseverance.  

#### **3. Variations & Their Unique Benefits**  
- **Astavakrasana IV:**  
  - Strengthens abdominal muscles while improving balance and mental well-being.  
- **Astavakrasana II:**  
  - Opens the heart center, improving posture and emotional release.  
- **Astavakrasana III:**  
  - Detoxifies the body by stimulating digestion and enhancing flexibility.  

### **Conclusion**  
Astavakrasana is a powerful pose that strengthens, stretches, and centers both body and mind. Practicing its variations systematically can lead to improved strength, flexibility, balance, and mental clarity. However, due to its advanced nature, proper alignment and modifications (such as using props or wall support) are recommended for safe progression.  

Would you like guidance on how to prepare for Astavakrasana or modifications for specific needs?",RELEVANT,2074,10614,"[105, 49, 132, 39, 96]"
deepseek-ai/DeepSeek-V3,structured,Which twists can help calm the mind and promote relaxation?,"Here are the twists from the provided context that can help calm the mind and promote relaxation, along with their key details:

### 1. **Seated Spinal Twist II (Bharadvajasana II)**  
   - **Category**: Twist  
   - **Difficulty**: Intermediate  
   - **Benefits**: Calms the mind, promotes balance and clarity, and relieves stress.  
   - **How to Perform**:  
     1. Sit with legs crossed, right foot beside left knee.  
     2. Lengthen the spine, place right hand on the outside of the left knee.  
     3. Exhale and twist to the right, looking over the left shoulder.  
     4. Hold and breathe deeply, then switch sides.  

### 2. **Reclined Leg Stretch with a Twist (Supta Akarna Dhanurasana)**  
   - **Category**: Restorative  
   - **Difficulty**: Intermediate  
   - **Benefits**: Calms the mind, reduces stress, and promotes relaxation.  
   - **How to Perform**:  
     1. Lie on your back, bring one leg across the body.  
     2. Allow the spine to twist gently, keeping shoulders relaxed.  
     3. Inhale to lengthen, exhale to deepen the stretch.  
     4. Hold and breathe, then switch sides.  

### 3. **Seated Twist (Bharadvajasana)**  
   - **Category**: Seated  
   - **Difficulty**: Beginner  
   - **Benefits**: Calms the mind, reduces stress, and promotes relaxation.  
   - **How to Perform**:  
     1. Sit with legs crossed, right leg over left.  
     2. Inhale to lengthen the spine, exhale to twist right.  
     3. Place right hand on the outside of the left knee.  
     4. Hold for 3-5 breaths, then switch sides.  

### 4. **Marichyasana**  
   - **Category**: Seated  
   - **Difficulty**: Beginner  
   - **Benefits**: Calms the mind, reduces anxiety, and promotes focus.  
   - **How to Perform**:  
     1. Sit with legs extended, bend right knee and place foot beside left thigh.  
     2. Inhale deeply, exhale and twist right, bringing right hand to left knee.  
     3. Look over the",PARTLY_RELEVANT,2059,10019,"[21, 148, 111, 76, 90]"
deepseek-ai/DeepSeek-V3,structured,What are the benefits of practicing Chandra Bhedana?,"### **Benefits of Practicing Chandra Bhedana (Moon Piercing Breath)**  

Chandra Bhedana is an advanced yoga pose (a breathing technique combined with a gentle twist) that offers numerous physical, mental, and energetic benefits:  

#### **1. Nervous System Stimulation**  
- Activates and balances the parasympathetic nervous system, promoting relaxation.  
- Enhances brain function by stimulating nerve pathways.  

#### **2. Respiratory Improvement**  
- Strengthens lung capacity and improves oxygen flow.  
- Encourages deep, controlled breathing, which can benefit those with mild respiratory issues.  

#### **3. Mental Clarity & Focus**  
- Helps balance the left and right brain hemispheres, leading to better concentration.  
- Reduces mental fog and enhances cognitive function.  

#### **4. Detoxification & Lymphatic Stimulation**  
- Supports the lymphatic system in flushing out toxins.  
- Promotes better circulation and purification of the body.  

#### **5. Emotional & Energetic Balance**  
- Calms the mind, reducing stress and anxiety.  
- Traditionally associated with cooling and soothing energy (lunar qualities).  

**Note:** This practice is **advanced**, so beginners should start with simpler breathing techniques like **Anuloma Viloma** before attempting Chandra Bhedana.  

Would you like guidance on modifications or precautions for this pose?",RELEVANT,1884,7209,"[46, 200, 184, 42, 93]"
deepseek-ai/DeepSeek-V3,structured,What advanced balancing poses can help improve focus and concentration?,"### **Advanced Balancing Poses to Improve Focus and Concentration**  

Balancing poses in yoga require mental clarity, physical stability, and deep concentration. Below are **five advanced balancing poses** that help enhance focus and concentration, along with their key details:  

#### **1. Titibhasana II (Titibhasana II)**  
- **Benefits**: Strengthens arms, shoulders, and core; improves balance, focus, and mental confidence.  
- **How It Helps**: The challenge of balancing on the hands while keeping the legs lifted demands intense concentration and body awareness.  
- **Contraindications**: Avoid with wrist/shoulder injuries or balance-affecting conditions.  

#### **2. Eka Pada Bakasana (One-Legged Crow Pose)**  
- **Benefits**: Strengthens arms, shoulders, and core; enhances mental clarity and posture.  
- **How It Helps**: Balancing on one leg while supporting the body with the arms requires deep focus and coordination.  
- **Contraindications**: Avoid with shoulder/wrist injuries, dizziness, or high blood pressure.  

#### **3. Bakasana III (Crow Pose III)**  
- **Benefits**: Builds arm, shoulder, and core strength; boosts confidence and mental stability.  
- **How It Helps**: The full-body lift requires sustained concentration and breath control.  
- **Contraindications**: Avoid with wrist/shoulder injuries or pregnancy.  

#### **4. Titibhasana III (Titibhasana III)**  
- **Benefits**: Strengthens arms, shoulders, and core; enhances balance and self-awareness.  
- **How It Helps**: The leg-crossing variation challenges stability, requiring mental focus and precision.  
- **Contraindications**: Avoid with shoulder/wrist injuries, dizziness, or high blood pressure.  

#### **5. Firefly Pose (Titibhasana)**  
- **Benefits**: Strengthens arms, shoulders, and core; improves mental clarity and confidence.  
- **How It Helps**: The deep forward bend and arm balance demand intense focus and engagement.  
- **Contraindications**: Avoid with wrist/shoulder injuries or pregnancy.  

### **Key Takeaways**  
- These poses enhance **focus and concentration** by requiring **body-mind coordination, breath control, and mental discipline**.  
- **Modifications** (blocks, straps, or wall support) can help gradually build strength and stability.  
- **Avoid these",RELEVANT,1944,15085,"[47, 48, 103, 102, 29]"
deepseek-ai/DeepSeek-V3,structured,How do I practice Ganda Bherundasana?,"### **How to Practice Ganda Bherundasana**  

#### **Category**: Twist  
#### **Difficulty Level**: Advanced  

### **Benefits**  
- Stretches and tones the torso, shoulders, and chest.  
- Improves flexibility and posture.  
- Stimulates digestion.  
- Reduces stress and anxiety.  
- Enhances focus and concentration.  

### **Contraindications**  
Avoid this pose if you:  
- Have neck or shoulder injuries.  
- Experience upper-body discomfort or pain.  
- Are pregnant or menstruating (modify or skip).  

### **Step-by-Step Instructions**  
1. **Starting Position**:  
   - Sit on the floor with legs extended straight in front.  
   - Bend your knees and place feet flat on the ground.  

2. **Hand Placement**:  
   - Interlace your fingers and place hands behind your knees.  
   - Inhale deeply, lengthening your spine.  

3. **Twisting Movement**:  
   - **Exhale**, twist to the **right**, keeping shoulders relaxed (away from ears).  
   - Gently try to touch your feet to the ground behind you.  
   - Hold briefly while maintaining steady breath.  

4. **Return & Repeat**:  
   - **Inhale** to return to center.  
   - **Exhale**, twist to the **left**, repeating the movement.  

### **Modifications for Accessibility**  
- Use a **block or strap** to support shoulders/chest.  
- Place hands on knees instead of feet for a gentler twist.  
- Keep feet on the ground (no lift) if balance is challenging.  

### **Tips for Safe Practice**  
- Engage your core to protect the lower back.  
- Move slowly with breath awareness (inhale to lengthen, exhale to twist).  
- Stop immediately if you feel strain in the neck or shoulders.  

Would you like guidance on transitioning into or out of this pose?",RELEVANT,1939,9777,"[45, 6, 84, 80, 93]"
deepseek-ai/DeepSeek-V3,structured,Are there any contraindications for practicing Bhairavasana?,"### **Contraindications for Bhairavasana**  

**Bhairavasana (Bhairavasana)** is an advanced twisting pose with several benefits, but it is not suitable for everyone. Below are the key contraindications to consider before practicing this pose:  

1. **Severe Spinal Injuries**  
   - Individuals with serious spinal conditions, such as herniated discs or spinal instability, should avoid Bhairavasana to prevent further injury.  

2. **Osteoporosis**  
   - Those with osteoporosis (a condition causing weak and brittle bones) should avoid deep twists like Bhairavasana, as they may increase the risk of vertebral fractures.  

3. **Pregnancy**  
   - Pregnant women, especially in later stages, should avoid this pose due to the deep twisting motion, which can strain the abdomen and uterus.  

4. **Recent Abdominal or Spinal Surgery**  
   - If you’ve had recent surgery involving the spine, abdomen, or hips, refrain from practicing Bhairavasana until fully healed and cleared by a medical professional.  

5. **Limited Flexibility or Acute Back Pain**  
   - If you experience sharp pain or discomfort while attempting the twist, ease out of the pose and consider a gentler modification or alternative.  

**Modifications for Safety:**  
- If unsure about your condition, consult a yoga instructor or healthcare provider before attempting Bhairavasana.  
- Beginners or those with restrictions can try a **seated spinal twist** with legs crossed or use a chair for support.  

Always listen to your body and avoid forcing the twist beyond your comfortable range.",RELEVANT,1990,8341,"[42, 93, 89, 46, 58]"
Qwen/Qwen2.5-72B-Instruct,concise,What pose is great for improving balance and focus?,"Virabhadrasana III (Warrior III) is great for improving balance and focus. It strengthens the ankles, calves, and spine, and helps to enhance overall posture and mental concentration.",PARTLY_RELEVANT,1624,1635,"[6, 33, 32, 132, 64]"
Qwen/Qwen2.5-72B-Instruct,concise,What are the benefits of Cobra Pose?,"Cobra Pose (Bhujangasana) strengthens the back muscles, opens the chest, and improves flexibility in the shoulders and upper back. It helps relieve stress and anxiety, promotes a sense of calm and relaxation, improves breathing capacity, and reduces fatigue.",PARTLY_RELEVANT,1711,2704,"[4, 138, 120, 99, 57]"
Qwen/Qwen2.5-72B-Instruct,concise,Can you give me some standing poses that are good for beginners?,"Certainly! Here are some standing poses suitable for beginners:

1. **Mountain Pose (Tadasana)**
   - **Category:** Standing
   - **Difficulty:** Beginner
   - **Benefits:** Strengthens the ankles, calves, and spine; improves posture and balance; promotes mental clarity and focus.

2. **Cat-Cow Pose (Marjaryasana-Bitilasana)**
   - **Category:** Standing (though typically done on hands and knees, it can be modified)
   - **Difficulty:** Beginner
   - **Benefits:** Stretches the spine, neck, and torso; improves flexibility and reduces tension; helps to warm up the body and promote relaxation.

3. **Triangle Pose (Trikonasana)**
   - **Category:** Standing
   - **Difficulty:** Beginner
   - **Benefits:** Stretches the hips, thighs, and spine; strengthens the core and improves balance; cultivates focus, confidence, and a sense of grounding and stability.

These poses are foundational and can help you build strength, flexibility, and balance while reducing stress and improving overall well-being.",PARTLY_RELEVANT,1768,3633,"[1, 138, 117, 5, 7]"
Qwen/Qwen2.5-72B-Instruct,concise,How do I do a Cat-Cow Pose?,"To perform the Cat-Cow Pose (Marjaryasana-Bitilasana):

1. Start on your hands and knees, with your wrists directly under your shoulders and your knees directly under your hips.
2. As you inhale, arch your back and lift your head and tailbone towards the ceiling (Cow Pose).
3. As you exhale, round your back and tuck your chin to your chest, allowing your head and tailbone to drop towards the floor (Cat Pose).
4. Continue to move slowly and smoothly between the Cat and Cow poses, repeating the sequence for 5-10 breaths.

For a gentler version, you can use a block or strap to support your neck and spine, or keep your knees slightly bent.",RELEVANT,1693,4110,"[5, 152, 79, 6, 120]"
Qwen/Qwen2.5-72B-Instruct,concise,What poses should I avoid if I have a recent back injury?,"If you have a recent back injury, you should avoid the following poses:

1. **Bow Pose (Dhanurasana)**: This backbend can put significant strain on the spine and back muscles.
2. **Bridge Pose (Setu Bandha Sarvangasana)**: This pose can place pressure on the neck and spine, which may exacerbate a back injury.
3. **Cobra Pose (Bhujangasana)**: Lifting the chest and head off the ground can strain the back, especially if you have a recent injury.
4. **Supta Matsyendrasana (Supine Spinal Twist)**: This deep twist can aggravate a recent spinal injury.

It's important to consult with a healthcare provider or a qualified yoga instructor to ensure that you are practicing safely and modifying poses as needed.",PARTLY_RELEVANT,1609,3450,"[6, 157, 9, 4, 44]"
Qwen/Qwen2.5-72B-Instruct,concise,Which beginner-friendly pose is great for opening the chest and shoulders?,Sphinx Pose (Salamba Bhujangasana) is a beginner-friendly pose that is great for opening the chest and shoulders.,RELEVANT,1533,1716,"[157, 12, 4, 140, 58]"
Qwen/Qwen2.5-72B-Instruct,concise,I have sciatica pain. Are there any poses that can help alleviate it?,"Certainly! Here are a few poses that can help alleviate sciatica pain:

1. **Reclined Forward Fold (Supta Uttanasana)**:
   - **Benefits**: Provides a gentle stretch for the back, hips, and legs, which can help relieve sciatica pain.
   - **Instructions**: Lie on your back, lengthen your spine, and slowly fold forward, reaching for your toes or shins. Keep the knees slightly bent if necessary.
   - **Modifications**: Use a strap or towel to deepen the stretch, or place a block or pillow under the forehead for support.

2. **Marichyasana (Seated Spinal Twist)**:
   - **Benefits**: Helps to ease sciatica, lower back pain, and stiffness in the hips and knees.
   - **Instructions**: Sit with legs extended, bend one knee, and twist your torso to the side of the bent knee. Keep your hips facing forward and spine long.
   - **Modifications**: Use a block or strap to deepen the twist or support the back knee. You can also keep the back leg straight or use a wall for support.

3. **Reclined Cow Face Pose (Supta Gomukhasana)**:
   - **Benefits**: Stretches the chest, shoulders, and hips, and can help alleviate sciatica pain.
   - **Instructions**: Lie on your back, cross your legs into a 'cow face' shape, and use your hands to guide your legs into place. Relax and focus on your breath.
   - **Modifications**: Use a block or strap to support the legs if they do not touch the ground, or place a bolster or pillow under the knees for added comfort.

Always listen to your body and avoid any movements that cause sharp pain. If your sciatica pain is severe, consult with a healthcare professional before starting any new exercise routine.",RELEVANT,1894,5164,"[6, 19, 142, 76, 152]"
Qwen/Qwen2.5-72B-Instruct,concise,What are the benefits of practicing Warrior Pose II?,"Warrior Pose II (Virabhadrasana II) strengthens the legs, hips, and core, while stretching the chest and shoulders. It improves balance, focus, and concentration, and can help boost confidence and energy levels.",RELEVANT,1520,1788,"[17, 109, 6, 137, 77]"
Qwen/Qwen2.5-72B-Instruct,concise,"How do I practice Seated Leg Stretch, also known as Akarna Dhanurasana?","To practice Seated Leg Stretch (Akarna Dhanurasana):

1. Sit on the floor with your legs straight out in front of you.
2. Bend your right knee and place your right foot on the inside of your left thigh.
3. Lengthen your spine, inhale, and reach forward to grab your left ankle or toe.
4. Exhale and fold forward, keeping your left knee slightly bent if necessary, to stretch your left leg and spine.
5. Hold and breathe, feeling the stretch in your hamstring and calf.
6. Slowly release and repeat on the other side.

**Modifications:**
- Use a block or strap under your forehead or a folded blanket under your knees for support.
- Use a strap around the ball of your foot to deepen the stretch without straining your back.",RELEVANT,1801,4432,"[15, 135, 148, 94, 58]"
Qwen/Qwen2.5-72B-Instruct,concise,Are there any contraindications for practicing Side Angle Pose?,"Yes, there are contraindications for practicing Side Angle Pose (Utthita Parshvakonasana). You should avoid this pose if you have any neck or shoulder injuries, or if you experience any discomfort in your knees or ankles. It's also recommended to approach with caution if you have high blood pressure or are pregnant.",RELEVANT,1727,2449,"[16, 51, 31, 109, 88]"
Qwen/Qwen2.5-72B-Instruct,concise,Which balancing poses are suitable for intermediate practitioners?,"The balancing poses suitable for intermediate practitioners are:

1. **Side Plank Pose (Vasisthasana)**
2. **Side Crow Pose (Parsvakonasana)**
3. **Headstand (Sirsasana)**
4. **Warrior II on One Leg (Eka Pada Virabhadrasana II)**

These poses are categorized as intermediate and offer a range of benefits, including strengthening the arms, shoulders, and core, improving balance and focus, and promoting flexibility and mental clarity.",PARTLY_RELEVANT,1663,2879,"[31, 20, 163, 121, 118]"
Qwen/Qwen2.5-72B-Instruct,concise,What are the benefits of practicing King Pigeon Pose?,"King Pigeon Pose (Rajakapotasana) offers several benefits, including a deep stretch in the chest, shoulders, and hips, strengthening of the back muscles, and improved flexibility in the spine. It can also enhance balance and concentration. Mentally, it promotes feelings of confidence, courage, and inner strength.",RELEVANT,1761,2833,"[35, 151, 24, 59, 14]"
